Manufacturer,Model,Sales_in_thousands,__year_resale_value,Vehicle_type,Price_in_thousands,Engine_size,Horsepower,Wheelbase,Width,Length,Curb_weight,Fuel_capacity,Fuel_efficiency,Latest_Launch,Power_perf_factor,Manufacturer_minmax,Model_minmax,Sales_in_thousands_minmax,__year_resale_value_minmax,Vehicle_type_minmax,Price_in_thousands_minmax,Engine_size_minmax,Horsepower_minmax,Wheelbase_minmax,Width_minmax,Length_minmax,Curb_weight_minmax,Fuel_capacity_minmax,Fuel_efficiency_minmax,Latest_Launch_minmax,Power_perf_factor_minmax,Manufacturer_zscore,Model_zscore,Sales_in_thousands_zscore,__year_resale_value_zscore,Vehicle_type_zscore,Price_in_thousands_zscore,Engine_size_zscore,Horsepower_zscore,Wheelbase_zscore,Width_zscore,Length_zscore,Curb_weight_zscore,Fuel_capacity_zscore,Fuel_efficiency_zscore,Latest_Launch_zscore,Power_perf_factor_zscore
8,153,155.787,13.175,0,21.41,3,150,120.7,76.6,200.9,3.761,26,21,49,62.09504839,0.275862069,0.987096774,0.288050166,0.1284661,0,0.159640726,0.285714286,0.240506329,0.609544469,0.809248555,0.68575233,0.507478923,0.723502304,0.2,0.379844961,0.2354536,-0.760503786,1.676327964,1.515783112,-0.394764564,-1.682042893,-0.416380395,-0.05829498,-0.637089368,1.740637815,1.589967292,1.015500174,0.614021791,2.084322616,-0.673423448,-0.406642598,-0.597595398
8,61,125.338,23.575,0,36.135,4.6,240,119,78.7,204.6,4.808,26,16,123,100.0248023,0.275862069,0.393548387,0.231710183,0.295159481,0,0.352717498,0.514285714,0.46835443,0.572668113,0.930635838,0.735019973,0.79222192,0.723502304,0.033333333,0.953488372,0.465514875,-0.760503786,-0.370926717,1.066765082,0.630260412,-1.682042893,0.618900077,1.483147008,0.960297336,1.516734864,2.202185938,1.29273678,2.290665722,2.084322616,-1.856057466,1.548001052,0.925221054
8,120,220.65,7.85,0,12.05,2.5,119,117.5,69.4,200.7,3.086,20,23,0,47.38953131,0.275862069,0.774193548,0.408066596,0.043115884,0,0.036910772,0.214285714,0.162025316,0.540130152,0.393063584,0.683089214,0.323905358,0.447004608,0.266666667,0,0.146257925,-0.760503786,0.941986611,2.472289285,-0.919597064,-1.682042893,-1.074460206,-0.539995601,-1.187300344,1.319173437,-0.509068068,1.000514411,-0.46690911,0.531343177,-0.20036984,-1.700933663,-1.187997419
8,63,540.561,15.075,0,26.935,4.6,220,138.5,79.1,224.5,4.241,25.1,18,108,89.40193473,0.275862069,0.406451613,1,0.158919699,0,0.232085491,0.514285714,0.417721519,0.995661605,0.953757225,1,0.638020125,0.68202765,0.1,0.837209302,0.401082333,-0.760503786,-0.32642118,7.1898763,-0.207500386,-1.682042893,-0.027930506,1.483147008,0.605322513,4.085033419,2.318799014,2.78382015,1.382683765,1.8513757,-1.383003859,1.151789501,0.498730612
9,41,199.685,9.85,1,12.885,1.6,106,103.2,67.1,175.1,2.339,11.9,32,14,42.87909734,0.310344828,0.264516129,0.36927492,0.075172303,1,0.047859437,0.085714286,0.129113924,0.229934924,0.260115607,0.342210386,0.120750612,0.073732719,0.566666667,0.108527132,0.118900084,-0.643789128,-0.815982082,2.163127638,-0.722476876,0.59451516,-1.0157533,-1.407056719,-1.418033979,-0.564245503,-1.179593252,-0.917663189,-1.663139307,-1.565179065,1.928371394,-1.331136216,-1.369083831
9,12,230.902,13.21,1,15.35,2.3,135,106.9,70.3,188.8,2.932,17.1,27,78,54.26954829,0.310344828,0.077419355,0.427035939,0.129027088,1,0.080180948,0.185714286,0.202531646,0.310195228,0.445086705,0.524633822,0.282023389,0.313364055,0.4,0.604651163,0.187988369,-0.643789128,-1.461312362,2.623471027,-0.391314961,0.59451516,-0.842444888,-0.732675849,-0.903320485,-0.076927316,-0.246688648,0.108861542,-0.713521493,-0.219263551,0.745737375,0.3593664,-0.911776195
9,28,73.203,17.71,0,20.55,2,146,103.2,68.9,177.6,3.219,15.3,24,56,60.08796662,0.310344828,0.180645161,0.135244453,0.201154031,0,0.148364256,0.142857143,0.230379747,0.229934924,0.36416185,0.375499334,0.360076149,0.230414747,0.3,0.434108527,0.223279733,-0.643789128,-1.10526807,0.297953134,0.052205461,-1.682042893,-0.476844993,-1.021696222,-0.708084333,-0.564245503,-0.654834412,-0.730341158,-0.253925688,-0.685157383,0.036156964,-0.221743874,-0.678176389
9,109,12.855,17.525,0,26.6,3.2,205,106.4,70.4,178.2,3.857,21.1,19,21,83.6025008,0.310344828,0.703225806,0.023582156,0.198188812,0,0.227692913,0.314285714,0.379746835,0.299349241,0.450867052,0.383488682,0.533587163,0.497695853,0.133333333,0.162790698,0.365906118,-0.643789128,0.69720616,-0.591972318,0.033971844,-1.682042893,-0.051483577,0.134385269,0.339091395,-0.142781125,-0.217535379,-0.685383871,0.767754186,0.816056075,-1.146477055,-1.146237492,0.265892998
9,105,76.029,19.49,0,26,3.5,210,118.1,75.6,201.2,4.288,20,23,51,85.21769134,0.310344828,0.677419355,0.140473419,0.229684244,0,0.219825608,0.357142857,0.392405063,0.553145336,0.751445087,0.689747004,0.650802284,0.447004608,0.266666667,0.395348837,0.375702986,-0.643789128,0.608195087,0.339626915,0.227642428,-1.682042893,-0.09366818,0.423405642,0.427835101,1.398198008,1.298434603,1.037978818,1.457948583,0.531343177,-0.20036984,-0.353814391,0.330740208
10,11,41.184,5.86,1,9.699,1.5,92,96.1,65.7,166.7,2.24,11.9,31,121,36.67228358,0.344827586,0.070967742,0.075999489,0.011219747,1,0.006084049,0.071428571,0.093670886,0.075921909,0.179190751,0.230359521,0.093826489,0.073732719,0.533333333,0.937984496,0.081252924,-0.527074471,-1.483565131,-0.174216997,-1.115731651,0.59451516,-1.239753543,-1.503396843,-1.666516355,-1.499369592,-1.587739016,-1.547065215,-1.821675839,-1.565179065,1.69184459,1.495172845,-1.618277067
10,57,66.692,7.825,1,11.799,2,140,100.4,66.9,174,2.626,14.5,27,23,54.59004516,0.344827586,0.367741935,0.123197108,0.042715179,1,0.033619616,0.142857143,0.215189873,0.169197397,0.248554913,0.327563249,0.198803372,0.193548387,0.4,0.178294574,0.189932329,-0.527074471,-0.45993779,0.201938277,-0.922061066,0.59451516,-1.092107432,-1.021696222,-0.814576779,-0.933026834,-1.23789979,-1.000084883,-1.203543502,-0.892221308,0.745737375,-1.093409285,-0.898908779
10,140,29.45,8.91,1,14.999,2.4,148,106.3,71.6,185.4,3.072,17.2,25,85,58.758249,0.344827586,0.903225806,0.054287993,0.060105786,1,0.075578575,0.2,0.235443038,0.297180043,0.520231214,0.479360852,0.320097906,0.31797235,0.333333333,0.658914729,0.215214388,-0.527074471,1.387041976,-0.347253141,-0.815123365,0.59451516,-0.867122881,-0.636335725,-0.67258685,-0.155951887,0.132303848,-0.14589642,-0.489328417,-0.193380561,0.272683767,0.544265124,-0.731562337
11,77,23.713,19.69,1,29.465,3,227,108.3,70.2,193.7,3.342,18.5,25,66,92.43688923,0.379310345,0.496774194,0.043672784,0.232889886,1,0.265259293,0.285714286,0.435443038,0.340563991,0.439306358,0.58988016,0.393527332,0.377880184,0.333333333,0.511627907,0.419490718,-0.410359814,-0.014882425,-0.43185416,0.247354447,0.59451516,0.149947904,-0.05829498,0.729563701,0.10746335,-0.275841917,0.476012724,-0.056956057,0.143098318,0.272683767,0.04239716,0.620578981
12,123,15.467,14.18,1,42.8,3,240,114.5,71.6,191.3,3.65,18.4,21,31,102.1789848,0.413793103,0.793548387,0.028415157,0.144574451,1,0.440110142,0.285714286,0.46835443,0.47505423,0.520231214,0.55792277,0.47729127,0.373271889,0.2,0.240310078,0.478580975,-0.293645157,1.008744916,-0.553454301,-0.29571167,0.59451516,1.087500712,-0.05829498,0.960297336,0.924050583,0.132303848,0.296183574,0.43626871,0.117215327,-0.673423448,-0.882096459,1.011707894
13,154,55.557,13.475,0,14.46,2.5,120,93.4,66.7,152,3.045,19,17,60,48.67289791,0.448275862,0.993548387,0.102593945,0.133274563,0,0.068511113,0.214285714,0.164556962,0.017353579,0.23699422,0.034620506,0.312754963,0.400921659,0.066666667,0.465116279,0.154042129,-0.176930499,1.698580732,0.037735322,-0.365196536,-1.682042893,-0.905018716,-0.539995601,-1.169551603,-1.854980162,-1.296206328,-2.648518759,-0.532565654,0.272513271,-1.619530663,-0.116087461,-1.136472387
13,39,80.556,13.775,0,21.62,4,190,101.4,69.4,167.5,3.194,20,20,18,76.58443962,0.448275862,0.251612903,0.148849757,0.138083026,0,0.162394283,0.428571429,0.341772152,0.190889371,0.393063584,0.241011984,0.353277128,0.447004608,0.166666667,0.139534884,0.323338373,-0.176930499,-0.860487619,0.406384596,-0.335628508,-1.682042893,-0.401615784,0.905106263,0.072860278,-0.801319216,-0.509068068,-1.487122165,-0.293960166,0.531343177,-0.909950251,-1.225479802,-0.01587047
13,74,157.04,18.81,0,26.895,4,195,105.9,72.3,181.5,3.88,20.5,19,33,80.38777912,0.448275862,0.477419355,0.2903686,0.218785062,0,0.231561004,0.428571429,0.35443038,0.288503254,0.560693642,0.427430093,0.539842263,0.470046083,0.133333333,0.255813953,0.346407364,-0.176930499,-0.081640729,1.534260552,0.160621564,-1.682042893,-0.030742813,0.905106263,0.161603984,-0.208634934,0.33637673,-0.438118789,0.804585905,0.660758131,-1.146477055,-0.829268252,0.136827276
14,55,24.072,26.975,1,31.505,3,210,105.1,70.5,190.2,3.373,18.5,23,106,87.21100104,0.482758621,0.35483871,0.044337044,0.349655393,1,0.29200813,0.285714286,0.392405063,0.271149675,0.456647399,0.543275632,0.401958118,0.377880184,0.266666667,0.821705426,0.38779332,-0.060215842,-0.504443327,-0.426560145,0.965364731,0.59451516,0.293375555,-0.05829498,0.427835101,-0.314001029,-0.18838211,0.21376188,-0.007313305,0.143098318,-0.20036984,1.098961294,0.410768273
14,68,12.698,32.075,1,37.805,3,225,110.2,70.9,189.2,3.638,19.8,23,74,94.9466984,0.482758621,0.438709677,0.023291658,0.431399263,1,0.37461483,0.285714286,0.430379747,0.381778742,0.479768786,0.529960053,0.47402774,0.437788018,0.266666667,0.573643411,0.434713856,-0.060215842,-0.215157339,-0.594287528,1.468021209,0.59451516,0.73631389,-0.05829498,0.694066219,0.357707824,-0.071769035,0.138833067,0.41705216,0.479577196,-0.20036984,0.253709987,0.721343639
14,69,3.334,14.18,1,46.305,4,300,110.2,70.9,189.2,3.693,19.8,21,30,125.0133574,0.482758621,0.44516129,0.005965388,0.144574451,1,0.486068314,0.428571429,0.620253165,0.381778742,0.479768786,0.529960053,0.488985586,0.437788018,0.2,0.23255814,0.61708187,-0.060215842,-0.192904571,-0.732374323,-0.29571167,0.59451516,1.333929103,0.905106263,2.025221805,0.357707824,-0.071769035,0.138833067,0.505128011,0.479577196,-0.673423448,-0.908510562,1.928469926
14,85,6.375,40.375,1,54.005,4,290,112.2,72,196.7,3.89,22.5,22,58,124.4467163,0.482758621,0.548387097,0.01159217,0.564433403,1,0.587032059,0.428571429,0.594936709,0.42516269,0.543352601,0.629826897,0.542561871,0.562211982,0.233333333,0.449612403,0.613644933,-0.060215842,0.163139722,-0.687530032,2.286069988,0.59451516,1.875298178,0.905106263,1.847734393,0.621123061,0.248916923,0.700799161,0.820599697,1.178417944,-0.436896644,-0.168915667,1.90572023
14,87,9.126,14.18,0,60.105,4.7,230,112.2,76.4,192.5,5.401,25.4,15,16,105.760458,0.482758621,0.561290323,0.016682363,0.144574451,0,0.667016325,0.528571429,0.443037975,0.42516269,0.797687861,0.573901465,0.953494697,0.695852535,0,0.124031008,0.500304245,-0.060215842,0.207645258,-0.646962243,-0.29571167,-1.682042893,2.304174978,1.579487132,0.782809924,0.621123061,1.531660754,0.386098149,3.240283536,1.929024672,-2.09258427,-1.278308009,1.155498078
14,116,51.238,14.18,0,34.605,3,220,103,71.5,180.1,3.9,17.2,21,9,91.94380156,0.482758621,0.748387097,0.094602471,0.144574451,0,0.332655871,0.285714286,0.417721519,0.225596529,0.514450867,0.408788282,0.545281479,0.31797235,0.2,0.069767442,0.416499916,-0.060215842,0.852975538,-0.025955074,-0.29571167,-1.682042893,0.511329339,-0.05829498,0.605322513,-0.590587027,0.103150579,-0.543019127,0.836613488,-0.193380561,-0.673423448,-1.463206733,0.600782332
15,43,13.798,20.525,1,39.08,4.6,275,109,73.6,208.5,3.868,20,22,114,113.5402069,0.517241379,0.277419355,0.025326995,0.246273441,1,0.391332853,0.514285714,0.556962025,0.355748373,0.63583815,0.786950732,0.536578733,0.447004608,0.233333333,0.88372093,0.547491974,0.056498815,-0.771476546,-0.578066311,0.329652125,0.59451516,0.825956172,1.483147008,1.581503276,0.199658682,0.715369225,1.584959149,0.785369356,0.531343177,-0.436896644,1.310274121,1.467842041
15,147,48.911,21.725,1,43.33,4.6,215,117.7,78.2,215.3,4.121,19,21,94,93.9579169,0.517241379,0.948387097,0.090296808,0.265507293,1,0.447059595,0.514285714,0.405063291,0.544468547,0.901734104,0.877496671,0.605384825,0.400921659,0.2,0.728682171,0.428716445,0.056498815,1.542811354,-0.060270321,0.447924238,0.59451516,1.124763778,1.483147008,0.516578807,1.345514961,2.056419594,2.094475074,1.190518272,0.272513271,-0.673423448,0.781992054,0.681645709
15,103,22.925,14.18,0,42.66,5.4,300,119,79.9,204.8,5.393,30,15,39,123.9720467,0.517241379,0.664516129,0.042214743,0.144574451,0,0.438274438,0.628571429,0.620253165,0.572668113,1,0.737683089,0.95131901,0.907834101,0,0.302325581,0.610765846,0.056498815,0.56368955,-0.44347445,-0.29571167,-1.682042893,1.077657638,2.253868002,2.025221805,1.516734864,2.552025165,1.307722543,3.227472503,3.119642242,-2.09258427,-0.670783632,1.886663036
18,95,26.232,8.325,1,13.987,1.8,113,98.4,66.5,173.6,2.25,13.2,30,68,45.83218056,0.620689655,0.612903226,0.048333706,0.050729284,1,0.062309054,0.114285714,0.146835443,0.125813449,0.225433526,0.322237017,0.096546097,0.133640553,0.5,0.527131783,0.136811882,0.406642787,0.385667404,-0.394707574,-0.87278102,0.59451516,-0.938274245,-1.214376471,-1.293792791,-1.196442071,-1.354512865,-1.030056408,-1.805662048,-1.228700187,1.455317786,0.095225366,-1.250522458
18,56,42.541,10.395,1,19.047,2.4,154,100.8,68.9,175.4,2.91,15.9,24,26,62.44196235,0.620689655,0.361290323,0.078510355,0.083907678,1,0.128656658,0.2,0.250632911,0.177874187,0.36416185,0.34620506,0.27604025,0.258064516,0.3,0.201550388,0.237557792,0.406642787,-0.482190558,-0.154205913,-0.668761625,0.59451516,-0.582517424,-0.636335725,-0.566094403,-0.880343787,-0.654834412,-0.895184546,-0.748751834,-0.529859439,0.036156964,-1.014166975,-0.58366738
18,71,55.616,10.595,1,17.357,2.4,145,103.7,68.5,187.8,2.945,16.3,25,7,58.60677292,0.620689655,0.458064516,0.102703113,0.087113319,1,0.106497083,0.2,0.227848101,0.240780911,0.341040462,0.511318242,0.28555888,0.276497696,0.333333333,0.054263566,0.214295617,0.406642787,-0.148399034,0.038605369,-0.649049607,0.59451516,-0.70133739,-0.636335725,-0.725833074,-0.498391694,-0.771447488,0.03393273,-0.692703565,-0.426327476,0.272683767,-1.516034939,-0.737643849
18,52,5.711,16.575,1,24.997,3.5,210,107.1,70.3,194.1,3.443,19,22,113,84.83077858,0.620689655,0.335483871,0.010363567,0.182962013,1,0.206674097,0.357142857,0.392405063,0.314533623,0.445086705,0.595206391,0.420995377,0.400921659,0.233333333,0.875968992,0.373356184,0.406642787,-0.571201631,-0.697321748,-0.059660245,0.59451516,-0.164186775,0.423405642,0.427835101,-0.050585792,-0.246688648,0.505984249,0.104783233,0.272513271,-0.436896644,1.283860018,0.315206306
18,1,0.11,20.94,1,25.45,3,161,97.2,72.4,180.3,3.131,19.8,21,92,67.54415494,0.620689655,0.006451613,0,0.252925148,1,0.212613912,0.285714286,0.26835443,0.09978308,0.566473988,0.411451398,0.336143595,0.437788018,0.2,0.713178295,0.268504919,0.406642787,-1.706092813,-0.779917235,0.370554564,0.59451516,-0.1323374,-0.05829498,-0.441853215,-1.354491212,0.365529999,-0.528033364,-0.39484705,0.479577196,-0.673423448,0.729163847,-0.378822845
18,98,11.337,19.125,0,31.807,3.5,200,107.3,69.9,186.6,4.52,24.3,18,4,83.92081504,0.620689655,0.632258065,0.020773391,0.223833948,0,0.295968006,0.357142857,0.367088608,0.318872017,0.421965318,0.495339547,0.713897199,0.64516129,0.1,0.031007752,0.36783684,0.406642787,0.452425709,-0.614357597,0.191667994,-1.682042893,0.314608472,0.423405642,0.25034769,-0.024244269,-0.363301723,-0.055981845,1.829468538,1.644311775,-1.383003859,-1.59527725,0.278672785
18,99,39.348,13.88,0,22.527,3,173,107.3,66.7,178.3,3.51,19.5,20,77,70.66094179,0.620689655,0.638709677,0.072602327,0.139765988,0,0.174287026,0.285714286,0.298734177,0.318872017,0.23699422,0.38482024,0.439216753,0.423963134,0.166666667,0.596899225,0.287409654,0.406642787,0.474678477,-0.201291682,-0.325279698,-1.682042893,-0.337846725,-0.05829498,-0.228868321,-0.024244269,-1.296206328,-0.677890989,0.212075634,0.401928224,-0.909950251,0.332952297,-0.253689044
17,102,14.351,8.8,1,16.24,2,125,106.5,69.1,184.8,2.769,15,28,35,50.99774761,0.586206897,0.658064516,0.026350215,0.058342683,1,0.091850783,0.142857143,0.17721519,0.301518438,0.375722543,0.471371505,0.237693772,0.216589862,0.433333333,0.271317829,0.168143404,0.289928129,0.541436782,-0.569911463,-0.825964975,0.59451516,-0.77987106,-1.021696222,-1.080807897,-0.129610363,-0.596527874,-0.190853708,-0.974546289,-0.762806355,0.982264179,-0.776440045,-1.043133543
17,47,26.529,13.89,1,16.54,2,125,106.4,69.6,185,2.892,16,30,48,51.11347426,0.586206897,0.303225806,0.048883248,0.13992627,1,0.095784436,0.142857143,0.17721519,0.299349241,0.404624277,0.474034621,0.271144955,0.262672811,0.5,0.372093023,0.168845339,0.289928129,-0.682465473,-0.390327845,-0.324294097,0.59451516,-0.758778758,-1.021696222,-1.080807897,-0.142781125,-0.45076153,-0.175867945,-0.777576658,-0.503976448,1.455317786,-0.433056701,-1.038487311
17,133,67.956,11.03,1,19.035,3,153,108.5,73,199.7,3.379,16,24,125,62.23996663,0.586206897,0.858064516,0.125535895,0.094085591,1,0.128499312,0.285714286,0.248101266,0.344902386,0.601156069,0.669773635,0.403589883,0.262672811,0.3,0.968992248,0.236332595,0.289928129,1.231272599,0.220577929,-0.606175966,0.59451516,-0.583361116,-0.05829498,-0.583843144,0.133804873,0.540449612,0.925585599,0.00229497,-0.503976448,0.036156964,1.600829259,-0.591777172
17,75,81.174,14.875,1,22.605,4.6,200,114.7,78.2,212,3.958,19,21,102,80.65769646,0.586206897,0.483870968,0.149993246,0.155714057,1,0.175309775,0.514285714,0.367088608,0.479392625,0.901734104,0.83355526,0.561055208,0.400921659,0.2,0.790697674,0.348044536,0.289928129,-0.059387961,0.41549797,-0.227212405,0.59451516,-0.332362727,1.483147008,0.25034769,0.950392106,2.056419594,1.847209993,0.929493476,0.272513271,-0.673423448,0.993304881,0.147664008
17,100,27.609,20.43,0,27.56,4,210,111.6,70.2,190.1,3.876,21,18,44,85.94974425,0.586206897,0.64516129,0.050881579,0.244750761,0,0.240280601,0.428571429,0.392405063,0.412147505,0.439306358,0.541944075,0.538754419,0.493087558,0.1,0.341085271,0.380143222,0.289928129,0.496931246,-0.374401559,0.320288916,-1.682042893,0.016011789,0.905106263,0.427835101,0.54209849,-0.275841917,0.206268999,0.798180389,0.790173084,-1.383003859,-0.538713115,0.360130914
17,150,20.38,14.795,0,22.51,3.3,170,112.2,74.9,194.7,3.944,20,21,12,69.671461,0.586206897,0.967741935,0.037505713,0.1544318,0,0.174064119,0.328571429,0.291139241,0.42516269,0.710982659,0.603195739,0.557247756,0.447004608,0.2,0.093023256,0.281408002,0.289928129,1.609569659,-0.481004448,-0.235097212,-1.682042893,-0.339041956,0.230725393,-0.282114545,0.621123061,1.094361721,0.550941536,0.907074169,0.531343177,-0.673423448,-1.383964423,-0.293415049
16,23,18.392,26.05,1,31.75,2.3,185,105.9,67.7,177.4,3.25,16.4,26,69,78.28073088,0.551724138,0.148387097,0.033827303,0.3348293,1,0.295220612,0.185714286,0.329113924,0.288503254,0.294797688,0.372836218,0.368506935,0.281105991,0.366666667,0.534883721,0.333627154,0.173213472,-1.216531911,-0.51032061,0.874196644,0.59451516,0.310600935,-0.732675849,-0.015883428,-0.208634934,-1.004673639,-0.745326921,-0.204282935,-0.400444486,0.509210571,0.12163947,0.052232799
16,54,27.602,41.45,1,49.9,3.2,221,111.5,70.8,189.4,3.823,21.1,25,98,98.2497375,0.551724138,0.348387097,0.050868626,0.581663728,1,0.533206582,0.314285714,0.420253165,0.409978308,0.473988439,0.532623169,0.524340495,0.497695853,0.333333333,0.759689922,0.454748296,0.173213472,-0.526696095,-0.374504785,2.392022089,0.59451516,1.586685184,0.134385269,0.623071254,0.528927728,-0.100922303,0.15381883,0.713307296,0.816056075,0.272683767,0.887648467,0.853955159
16,122,16.774,50.375,1,69.7,4.3,275,121.5,73.1,203.1,4.133,23.2,21,84,125.2738757,0.551724138,0.787096774,0.030833508,0.724715499,1,0.79282764,0.471428571,0.556962025,0.626898048,0.606936416,0.715046605,0.608648355,0.594470046,0.2,0.651162791,0.618662033,0.173213472,0.986492148,-0.534180546,3.271670926,0.59451516,2.978777092,1.194126635,1.581503276,1.84600391,0.569602881,1.180343562,1.209734821,1.359598878,-0.673423448,0.51785102,1.938929302
16,129,3.311,58.6,1,82.6,5,302,99,71.3,177.1,4.125,21.1,20,54,139.9822936,0.551724138,0.832258065,0.005922831,0.856547524,1,0.961974694,0.571428571,0.625316456,0.138828633,0.502890173,0.368841545,0.606472668,0.497695853,0.166666667,0.418604651,0.707875303,0.173213472,1.142261525,-0.732713494,4.082327698,0.59451516,3.885746063,1.868507505,2.060719287,-1.1174175,0.044844041,-0.767805564,1.196923788,0.816056075,-0.909950251,-0.274572081,2.529447786
16,130,7.998,14.18,1,38.9,2.3,190,94.5,67.5,157.9,3.055,15.9,26,2,82.80736193,0.551724138,0.838709677,0.014595218,0.144574451,1,0.388972661,0.185714286,0.341772152,0.041214751,0.283236994,0.113182423,0.315474572,0.258064516,0.366666667,0.015503876,0.361083238,0.173213472,1.164514294,-0.663596363,-0.29571167,0.59451516,0.813300791,-0.732675849,0.072860278,-1.710101782,-1.062980176,-2.206438765,-0.516551862,-0.529859439,0.509210571,-1.648105456,0.233969497
16,131,1.526,14.18,1,41,2.3,185,94.5,67.5,157.3,2.975,14,27,117,81.84896924,0.551724138,0.84516129,0.002620034,0.144574451,1,0.416508228,0.185714286,0.329113924,0.041214751,0.283236994,0.105193076,0.293717705,0.170506912,0.4,0.906976744,0.355270149,0.173213472,1.186767062,-0.759036105,-0.29571167,0.59451516,0.960946902,-0.732675849,-0.015883428,-1.710101782,-1.062980176,-2.251396053,-0.644662191,-1.021636261,0.745737375,1.389516432,0.195491626
16,27,11.592,14.18,1,41.6,3.2,215,105.9,67.8,180.3,3.213,16.4,26,105,92.92579177,0.551724138,0.174193548,0.021245219,0.144574451,1,0.424375533,0.314285714,0.405063291,0.288503254,0.300578035,0.411451398,0.358444384,0.281105991,0.366666667,0.813953488,0.422456135,0.173213472,-1.127520838,-0.610597224,-0.29571167,0.59451516,1.003131505,0.134385269,0.516578807,-0.208634934,-0.97552037,-0.528033364,-0.263533963,-0.400444486,0.509210571,1.072547191,0.640207604
16,26,0.954,14.18,1,85.5,5,302,113.6,73.1,196.6,4.115,23.2,20,64,141.1009845,0.551724138,0.167741935,0.001561659,0.144574451,1,1,0.571428571,0.625316456,0.455531453,0.606936416,0.62849534,0.60375306,0.594470046,0.166666667,0.496124031,0.714660674,0.173213472,-1.149773606,-0.767471138,-0.29571167,0.59451516,4.089638312,1.868507505,2.060719287,0.805513726,0.569602881,0.69330628,1.180909997,1.359598878,-0.909950251,-0.010431047,2.574361362
16,91,28.976,14.18,0,35.3,3.2,215,111,72.2,180.6,4.387,19,20,42,90.49553213,0.551724138,0.587096774,0.053410948,0.144574451,0,0.341768832,0.314285714,0.405063291,0.399132321,0.554913295,0.415446072,0.677726407,0.400921659,0.166666667,0.325581395,0.407715501,0.173213472,0.296656331,-0.354243011,-0.29571167,-1.682042893,0.560193171,0.134385269,0.516578807,0.463073919,0.307223461,-0.50555472,1.616485116,0.272513271,-0.909950251,-0.591541321,0.542636727
19,136,42.643,8.45,1,13.499,1.8,126,99.8,67.3,177.5,2.593,13.2,30,115,50.24197791,0.655172414,0.877419355,0.078699087,0.05273281,1,0.055910313,0.114285714,0.179746835,0.156182213,0.271676301,0.374167776,0.189828665,0.133640553,0.5,0.891472868,0.163559316,0.523357444,1.298030903,-0.152701764,-0.860461008,0.59451516,-0.972584389,-1.214376471,-1.063059156,-1.012051405,-1.121286714,-0.737834039,-1.256389012,-1.228700187,1.455317786,1.336688225,-1.073476438
19,14,88.094,11.295,1,20.39,2.4,155,103.1,69.1,183.5,3.012,15.9,25,110,63.31372783,0.655172414,0.090322581,0.162797367,0.098333066,1,0.146266308,0.2,0.253164557,0.227765727,0.375722543,0.454061252,0.303780256,0.258064516,0.333333333,0.852713178,0.242845447,0.523357444,-1.416806826,0.517544171,-0.580057541,0.59451516,-0.488094221,-0.636335725,-0.548345662,-0.577416265,-0.596527874,-0.288261164,-0.585411164,-0.529859439,0.272683767,1.204617708,-0.548667448
19,93,79.853,15.125,1,26.249,3,222,108.3,70.3,190.5,3.294,18.5,25,81,89.42782031,0.655172414,0.6,0.147548991,0.159721109,1,0.22309054,0.285714286,0.42278481,0.340563991,0.445086705,0.547270306,0.380473212,0.377880184,0.333333333,0.627906977,0.401239341,0.523357444,0.341161868,0.396017763,-0.202572381,0.59451516,-0.07616157,-0.05829498,0.640819995,0.10746335,-0.246688648,0.236240524,-0.133822255,0.143098318,0.272683767,0.43860871,0.499769875
19,113,27.308,15.38,0,26.399,3.3,170,112.2,74.9,194.8,3.991,20,21,62,71.17166413,0.655172414,0.729032258,0.050324636,0.163808303,0,0.225057366,0.328571429,0.291139241,0.42516269,0.710982659,0.604527297,0.570029916,0.447004608,0.2,0.480620155,0.290507419,0.523357444,0.786217233,-0.378840274,-0.177439557,-1.682042893,-0.065615419,0.230725393,-0.282114545,0.621123061,1.094361721,0.558434417,0.982338987,0.531343177,-0.673423448,-0.063259254,-0.233184392
19,110,42.574,17.81,0,29.299,3.3,170,106.3,71.7,182.6,3.947,21,19,126,72.29035508,0.655172414,0.709677419,0.078571415,0.202756852,0,0.263082672,0.328571429,0.291139241,0.297180043,0.526011561,0.44207723,0.558063639,0.493087558,0.133333333,0.976744186,0.29729279,0.523357444,0.719458928,-0.153719277,0.062061471,-1.682042893,0.13827683,0.230725393,-0.282114545,-0.155951887,0.161457117,-0.355697095,0.911878306,0.790173084,-1.146477055,1.627243362,-0.188270814
19,155,54.158,14.18,0,22.799,3.3,170,104.3,70.4,178,3.821,19.4,18,5,69.78294434,0.655172414,1,0.100005366,0.144574451,0,0.177853537,0.328571429,0.291139241,0.253796095,0.450867052,0.380825566,0.523796573,0.419354839,0.1,0.03875969,0.282084199,0.523357444,1.720833501,0.017104883,-0.29571167,-1.682042893,-0.318723038,0.230725393,-0.282114545,-0.419367123,-0.217535379,-0.700369633,0.710104538,0.376045234,-1.383003859,-1.568863146,-0.288939179
